StockCode,Description,transaction_count,total_units_sold,min_price,max_price,median_price,mean_price,std_price,cost_price,fixed_costs,competitor_prices,category,month,rating,ad_spend
23352,Roll Wrap 50'S Red Christmas,215,1803,1.04,2.95,1.25,1.5092,0.5043,0.75,0.0375,"[1.04, 1.25, 2.46, 2.95]",Electronics,12,3.9,1876.21
23353,6 Gift Tags Vintage Christmas,335,4016,0.72,1.63,0.83,0.9968,0.326,0.498,0.0249,"[0.72, 0.83, 1.63]",Sports,2,3.5,1243.01
23354,6 Gift Tags 50'S Christmas,332,3743,0.72,1.95,0.83,0.9714,0.3096,0.498,0.0249,"[0.72, 0.83, 1.63, 1.95]",Beauty,6,4.4,4245.16
23355,Hot Water Bottle Keep Calm,805,5841,4.15,12.96,4.95,5.268,1.4813,2.97,0.1485,"[4.15, 4.25, 4.95, 8.29, 10.79, 12.46, 12.95, 12.96]",Clothing,11,4.5,171.25
23356,Love Hot Water Bottle,500,2386,4.95,12.46,5.95,6.1985,1.3844,3.57,0.1785,"[4.95, 5.95, 10.79, 12.46]",Home,1,3.1,3262.1
23357,Hot Water Bottle Sex Bomb,105,453,1.65,12.46,4.95,4.9728,1.9621,2.97,0.1485,"[1.65, 4.15, 4.95, 5.79, 10.79, 12.46]",Beauty,9,4.5,1924.74
23358,Hot Stuff Hot Water Bottle,90,595,1.25,8.29,3.75,4.1936,1.6547,2.25,0.1125,"[1.25, 3.29, 3.75, 5.79, 7.46, 8.29]",Home,2,4.3,4294.58
23359,Set Of 12 T-Lights Vintage Doiley,80,993,1.65,4.13,1.95,1.9858,0.3532,1.17,0.0585,"[1.65, 1.95, 4.13]",Beauty,8,4.7,2793.83
23360,Set 8 Candles Vintage Doiley,119,1187,1.65,4.95,1.95,2.0592,0.5176,1.17,0.0585,"[1.65, 1.95, 4.13, 4.95]",Beauty,3,5.0,2299.95
23365,Set 12 Colour Pencils Love London,175,1859,0.55,1.5,0.65,0.7927,0.2618,0.39,0.0195,"[0.55, 0.63, 0.65, 1.25, 1.5]",Clothing,6,3.6,425.25
23366,Set 12 Colouring Pencils Doily,199,2253,0.55,1.5,0.65,0.8148,0.2731,0.39,0.0195,"[0.55, 0.65, 1.25, 1.5]",Clothing,6,4.9,2761.31
23367,Set 12 Colour Pencils Spaceboy,289,3285,0.55,1.5,0.65,0.7552,0.2323,0.39,0.0195,"[0.55, 0.65, 1.25, 1.5]",Home,9,4.7,1201.55
23368,Set 12 Colour Pencils Dolly Girl,239,2382,0.55,1.25,0.65,0.7826,0.2501,0.39,0.0195,"[0.55, 0.65, 1.25]",Electronics,12,4.2,4871.87
23369,Set 36 Colour Pencils Love London,129,1105,1.06,2.95,1.25,1.4971,0.5089,0.75,0.0375,"[1.06, 1.25, 2.46, 2.95]",Home,4,3.6,455.25
23370,Set 36 Colour Pencils Doiley,158,1555,1.06,2.95,1.25,1.5295,0.5251,0.75,0.0375,"[1.06, 1.25, 2.46, 2.95]",Electronics,12,4.5,4577.66
23371,Set 36 Colour Pencils Spaceboy,192,1712,1.06,2.95,1.25,1.5095,0.5121,0.75,0.0375,"[1.06, 1.25, 2.46, 2.95]",Beauty,12,4.5,781.92
23372,Set 36 Colour Pencils Dolly Girl,153,1391,1.06,2.46,1.25,1.6088,0.5607,0.75,0.0375,"[1.06, 1.25, 2.46]",Electronics,7,2.9,1743.45
23373,Vintage Christmas Paper Gift Bag,100,1608,0.72,1.63,0.82,0.9071,0.2558,0.492,0.0246,"[0.72, 0.82, 1.63]",Electronics,5,4.3,1188.95
23374,Red Spot Paper Gift Bag,131,2456,0.72,1.63,0.82,0.8672,0.1959,0.492,0.0246,"[0.72, 0.82, 1.63]",Beauty,9,4.9,425.88
23375,50'S Christmas Paper Gift Bag,104,1352,0.72,1.63,0.82,0.9359,0.2865,0.492,0.0246,"[0.72, 0.82, 1.63]",Home,5,5.0,1842.56
23376,Pack Of 12 Vintage Christmas Tissue,160,3051,0.32,1.0,0.39,0.5072,0.199,0.234,0.0117,"[0.32, 0.39, 0.83, 1.0]",Clothing,9,3.9,2986.96
23377,Pack Of 12 Dolly Girl Tissues,137,1354,0.39,0.83,0.39,0.557,0.2143,0.234,0.0117,"[0.39, 0.83]",Clothing,1,3.6,2201.76
23378,Pack Of 12 50'S Christmas Tissues,188,4003,0.32,1.0,0.39,0.4613,0.1671,0.234,0.0117,"[0.32, 0.39, 0.83, 1.0]",Beauty,6,5.0,1278.06
23379,Pack Of 12 Red Apple Tissues,77,1220,0.32,0.83,0.39,0.5377,0.2102,0.234,0.0117,"[0.32, 0.39, 0.83]",Electronics,4,3.2,4034.23
23380,Pack Of 12 Vintage Doily Tissues,123,2344,0.32,1.0,0.39,0.4852,0.1873,0.234,0.0117,"[0.32, 0.39, 0.83, 1.0]",Home,5,3.4,818.23
23381,Pack Of 12 Vintage Leaf Tissues,83,1509,0.32,0.83,0.39,0.474,0.1752,0.234,0.0117,"[0.32, 0.39, 0.83]",Sports,5,3.6,1427.89
23382,Box Of 6 Christmas Cake Decorations,221,1875,3.29,7.46,3.75,4.661,1.6381,2.25,0.1125,"[3.29, 3.75, 7.46]",Beauty,7,5.0,1369.39
23388,Woodland Mini Backpack,157,825,3.75,9.95,4.15,4.625,1.364,2.49,0.1245,"[3.75, 4.15, 8.29, 9.95]",Home,1,4.2,1808.87
23389,Spaceboy Mini Backpack,244,1122,3.75,9.95,4.15,4.5235,1.2174,2.49,0.1245,"[3.75, 4.15, 8.29, 9.95]",Beauty,6,3.8,979.16
23390,Dolly Girl Mini Backpack,170,751,3.75,8.29,4.15,4.3841,0.9812,2.49,0.1245,"[3.75, 4.15, 8.29]",Electronics,3,4.4,1964.05
23391,I Love London Mini Backpack,89,390,3.75,8.29,4.15,4.6062,1.3194,2.49,0.1245,"[3.75, 4.15, 8.29]",Home,2,4.3,4298.39
23392,Spaceboy Rocket Lolly Makers,118,667,1.79,4.13,2.08,2.6831,0.9443,1.248,0.0624,"[1.79, 2.08, 4.13]",Home,6,4.9,1873.65
23393,Home Sweet Home Cushion Cover,236,807,3.75,10.79,3.75,4.4659,2.1323,2.25,0.1125,"[3.75, 10.79]",Home,7,4.9,1794.15
23394,Poste France Cushion Cover,155,438,3.75,10.79,3.75,4.9309,2.6389,2.25,0.1125,"[3.75, 10.79]",Clothing,3,3.6,753.01
23395,Belle Jardiniere Cushion Cover,220,761,3.29,10.79,3.75,4.8679,2.5819,2.25,0.1125,"[3.29, 3.75, 10.79]",Electronics,6,4.3,2175.63
23396,Butterfly Cushion Cover,208,662,3.29,10.79,3.75,4.7672,2.4794,2.25,0.1125,"[3.29, 3.75, 4.58, 10.79]",Sports,12,4.3,486.43
23397,Foot Stool Home Sweet Home,217,489,8.15,19.96,9.95,11.5739,3.8295,5.97,0.2985,"[8.15, 9.95, 9.96, 19.96]",Home,2,4.6,514.4
23398,Hanging Heart Bonheur,78,610,0.72,2.08,0.85,1.0376,0.4476,0.51,0.0255,"[0.72, 0.85, 2.08]",Electronics,6,3.2,1142.14
23399,Home Sweet Home Hanging Heart,240,1922,0.72,2.08,0.85,1.1006,0.4972,0.51,0.0255,"[0.72, 0.85, 2.08]",Electronics,12,5.0,3851.56
23400,Shelf With 4 Hooks Home Sweet Home,108,461,4.14,12.46,6.25,6.8541,2.032,3.75,0.1875,"[4.14, 4.15, 5.39, 6.25, 12.46]",Home,9,3.8,263.1
23401,Rustic Mirror With Lace Heart,83,459,4.15,12.46,6.25,7.0904,2.3751,3.75,0.1875,"[4.15, 5.39, 6.25, 12.46]",Beauty,11,4.0,3394.43
23402,Home Sweeet Home 3 Peg Hanger,69,297,3.29,7.46,3.75,4.4423,1.4656,2.25,0.1125,"[3.29, 3.75, 7.46]",Beauty,11,3.5,2410.68
23403,Letter Holder Home Sweet Home,136,626,2.48,7.46,3.75,4.3694,1.4491,2.25,0.1125,"[2.48, 2.49, 3.25, 3.75, 7.46]",Clothing,3,4.9,4353.83
23404,Home Sweet Home Blackboard,169,1011,3.26,10.79,4.95,6.0209,2.3781,2.97,0.1485,"[3.26, 4.15, 4.95, 10.79]",Home,3,3.6,1127.36
23405,Home Sweet Home 2 Drawer Cabinet,73,254,4.15,10.79,4.95,5.9571,2.2707,2.97,0.1485,"[4.15, 4.95, 10.79]",Electronics,3,4.5,529.8
23406,Home Sweet Home Key Holder,112,457,4.15,12.46,6.25,7.1022,2.3121,3.75,0.1875,"[4.15, 5.39, 6.25, 12.46]",Beauty,6,3.6,4481.09
23407,Set Of 2 Trays Home Sweet Home,134,267,8.49,16.63,9.95,10.676,2.1292,5.97,0.2985,"[8.49, 9.95, 16.63]",Electronics,12,3.4,3710.31
23408,Photo Frame Linen And Lace Small,59,310,2.08,2.08,2.08,2.08,0.0,1.248,0.0624,[2.08],Clothing,4,3.7,796.41
23409,Photo Frame Linen And Lace Large,43,215,3.29,7.46,3.75,3.8149,0.5775,2.25,0.1125,"[3.29, 3.75, 7.46]",Electronics,8,5.0,4792.12
23410,Curio Cabinet Linen And Lace,18,36,7.05,8.15,8.15,8.0278,0.3557,4.89,0.2445,"[7.05, 8.15]",Beauty,10,4.9,3890.48
23411,Trellis Coat Rack,57,227,4.15,10.79,4.95,5.844,2.1658,2.97,0.1485,"[4.15, 4.95, 10.79]",Home,1,4.7,1406.14
23412,Heart Mirror Antique White,77,358,4.98,15.79,7.5,7.7244,1.6904,4.5,0.225,"[4.98, 6.65, 7.5, 15.79]",Home,1,2.5,1755.31
23413,Vintage Coffee Grinder Box,60,177,4.15,10.79,4.95,6.2727,2.5192,2.97,0.1485,"[4.15, 4.95, 10.79]",Beauty,11,4.5,4334.51
23414,Zinc Box Sign Home,64,141,8.49,20.79,9.95,10.0737,1.3847,5.97,0.2985,"[8.49, 9.95, 20.79]",Clothing,2,3.4,2164.84
23415,Home Sweet Home Hook,47,328,0.39,3.29,1.65,1.4517,0.6495,0.99,0.0495,"[0.39, 1.65, 3.29]",Sports,11,4.6,1689.94
23416,Chambre Hook,25,132,0.39,3.29,1.65,1.7564,1.1116,0.99,0.0495,"[0.39, 1.65, 3.29]",Home,10,3.6,2138.05
23417,Bathroom Hook,28,146,0.39,3.29,1.65,1.5964,1.0601,0.99,0.0495,"[0.39, 1.65, 3.29]",Electronics,1,5.0,3562.57
23418,Lavender Toilette Bottle,80,558,1.79,4.13,2.08,2.556,0.8857,1.248,0.0624,"[1.79, 2.08, 4.13]",Clothing,6,4.3,1590.85
23419,Home Sweet Home Bottle,87,474,1.79,4.13,2.08,2.6657,0.9357,1.248,0.0624,"[1.79, 2.08, 4.13]",Clothing,3,4.8,382.43
23420,Pantry Hook Tea Strainer,33,165,2.08,4.13,2.08,2.3285,0.6794,1.248,0.0624,"[2.08, 4.13]",Sports,1,4.9,2741.7
23421,Pantry Hook Spatula,34,162,2.08,4.13,2.08,2.5021,0.8414,1.248,0.0624,"[2.08, 4.13]",Sports,12,5.0,784.02
23422,Pantry Hook Balloon Whisk,47,213,2.08,4.13,2.08,2.7779,0.9819,1.248,0.0624,"[2.08, 4.13]",Beauty,6,2.8,3512.06
23423,Pantry 3 Hook Rolling Pin Hanger,66,219,3.75,7.46,3.75,4.537,1.5283,2.25,0.1125,"[3.75, 7.46]",Home,5,4.2,2288.71
23424,Gingham Recipe Book Box,136,466,4.15,10.79,4.95,6.1776,2.413,2.97,0.1485,"[4.15, 4.95, 10.79]",Clothing,10,4.7,2852.64
23425,Storage Tin Home Sweet Home,56,275,0.79,4.96,2.49,3.0989,1.5211,1.494,0.0747,"[0.79, 2.49, 4.96]",Beauty,7,4.0,2377.39
23426,Metal Sign Drop Your Pants,210,1277,1.6,5.79,2.89,3.3302,1.0956,1.734,0.0867,"[1.6, 1.66, 2.49, 2.89, 5.79]",Electronics,5,3.7,1928.05
23427,Stool Home Sweet Home,116,238,10.4,24.96,12.5,12.9634,2.8752,7.5,0.375,"[10.4, 12.5, 24.96]",Clothing,2,4.3,2149.4
23428,Ivory Retro Kitchen Wall Clock,33,77,7.05,16.63,8.15,9.9155,3.5432,4.89,0.2445,"[7.05, 8.15, 16.63]",Sports,10,4.2,2656.28
23429,Red Retro Kitchen Wall Clock,23,47,8.15,16.63,8.15,8.8874,2.4431,4.89,0.2445,"[8.15, 16.63]",Home,8,5.0,1028.22
23430,Blue Retro Kitchen Wall Clock,18,36,8.15,16.63,8.15,8.6211,1.9988,4.89,0.2445,"[8.15, 16.63]",Beauty,9,3.9,2920.89
23431,Natural Hanging Quilted Hearts,77,1454,0.72,10.79,0.83,1.3431,2.226,0.498,0.0249,"[0.72, 0.83, 10.79]",Home,12,3.5,16.52
23432,Pretty Hanging Quilted Hearts,76,1278,0.72,10.79,0.83,1.3513,2.2396,0.498,0.0249,"[0.72, 0.83, 10.79]",Home,12,3.4,2239.75
23433,Hanging Quilted Patchwork Apples,89,1258,0.72,10.79,0.83,1.5002,2.5119,0.498,0.0249,"[0.72, 0.83, 10.79]",Home,3,5.0,4690.73
23434,3 Raffia Ribbons 50'S Christmas,201,2105,0.79,2.08,0.79,0.8798,0.3037,0.474,0.0237,"[0.79, 0.83, 2.08]",Beauty,1,3.6,3131.13
23435,3 Raffia Ribbons Vintage Christmas,100,827,0.79,4.13,0.83,0.8966,0.4115,0.498,0.0249,"[0.79, 0.83, 2.08, 4.13]",Electronics,6,5.0,1657.67
23436,Gift Bag Large Vintage Christmas,114,1979,1.04,2.46,1.25,1.4443,0.4579,0.75,0.0375,"[1.04, 1.25, 2.46]",Clothing,7,4.9,1654.43
23437,50'S Christmas Gift Bag Large,131,1939,1.04,2.46,1.25,1.4239,0.4288,0.75,0.0375,"[1.04, 1.25, 2.46]",Clothing,9,4.8,285.82
23438,Red Spot Gift Bag Large,111,1823,1.04,2.46,1.25,1.368,0.3644,0.75,0.0375,"[1.04, 1.25, 2.46]",Clothing,11,3.5,469.96
23439,Hand Warmer Red Love Heart,425,4027,1.85,4.95,2.1,2.2228,0.5077,1.26,0.063,"[1.85, 2.1, 4.13, 4.95]",Beauty,7,3.5,3737.07
23442,12 Hanging Eggs Hand Painted,10,42,2.08,2.08,2.08,2.08,0.0,1.248,0.0624,[2.08],Clothing,5,4.4,502.02
23444,Next Day Carriage,79,79,15.0,30.0,15.0,15.1899,1.6876,9.0,0.45,"[15.0, 30.0]",Beauty,4,3.7,3597.88
23445,Ice Cream Bubbles,103,2688,0.72,1.63,0.83,0.8656,0.1745,0.498,0.0249,"[0.72, 0.83, 1.63]",Home,8,3.9,2325.89
23451,Square Mini Portrait Frame,54,278,1.65,4.13,1.95,2.2674,0.7851,1.17,0.0585,"[1.65, 1.95, 4.13]",Electronics,4,4.7,1148.23
23452,Heart Mini Portrait Frame,87,518,1.65,4.13,1.95,2.0718,0.5122,1.17,0.0585,"[1.65, 1.95, 4.13]",Beauty,5,3.2,3694.51
23453,Oval  Mini Portrait Frame,51,324,1.65,4.13,1.95,1.9869,0.309,1.17,0.0585,"[1.65, 1.95, 4.13]",Electronics,9,4.9,3561.74
23454,Set Of 3 Mini Hanging Portraits,59,179,3.75,8.29,4.15,4.4941,1.1661,2.49,0.1245,"[3.75, 4.15, 8.29]",Sports,12,3.7,4402.77
23455,Small Parlour Picture Frame,36,207,2.49,2.89,2.89,2.8678,0.0929,1.734,0.0867,"[2.49, 2.89]",Home,11,4.6,4523.44
23456,Medium Parlour Picture Frame,36,158,3.75,4.15,4.15,4.1167,0.1121,2.49,0.1245,"[3.75, 4.15]",Clothing,7,4.8,3893.61
23457,Large Parlour Picture Frame,32,113,4.5,10.79,4.95,5.1044,1.0434,2.97,0.1485,"[4.5, 4.95, 10.79]",Home,12,4.5,1659.93
23458,Dolly Cabinet 3 Drawers,30,51,14.95,14.95,14.95,14.95,0.0,8.97,0.4485,[14.95],Electronics,7,4.3,2230.54
23459,Dolly Cabinet 2 Drawers,19,33,12.5,12.5,12.5,12.5,0.0,7.5,0.375,[12.5],Beauty,9,4.9,2007.42
23460,Sweetheart Wall Tidy,43,108,7.84,9.95,9.95,9.9009,0.3218,5.97,0.2985,"[7.84, 9.95]",Sports,7,4.3,2487.59
23461,Sweetheart Bird House,107,857,3.3,8.29,4.15,4.5252,1.2178,2.49,0.1245,"[3.3, 3.75, 4.15, 8.29]",Clothing,11,2.6,806.49
23462,Rococo Wall Mirror White,46,80,16.95,41.63,19.95,20.697,4.5738,11.97,0.5985,"[16.95, 19.95, 41.63]",Clothing,6,3.8,4593.17
23465,Tuscan Villa Feeding Station,16,29,8.25,16.63,8.25,8.7738,2.095,4.95,0.2475,"[8.25, 16.63]",Clothing,8,3.3,2226.96
23466,Tuscan Villa Dovecote,27,55,7.5,16.63,8.25,10.0844,3.5683,4.95,0.2475,"[7.5, 8.25, 16.63]",Home,6,4.0,1084.17
23467,Vintage Zinc Planter,11,32,3.29,6.25,3.29,4.3664,1.4934,1.974,0.0987,"[3.29, 6.25]",Home,5,5.0,2295.55
23468,Tuscan Villa Bird Table,11,19,8.25,8.25,8.25,8.25,0.0,4.95,0.2475,[8.25],Beauty,4,4.5,321.41
23469,Card Holder Love Bird Small,72,332,3.29,8.29,4.15,4.6436,1.3951,2.49,0.1245,"[3.29, 4.15, 8.29]",Beauty,6,3.1,8.1
23470,Card Holder Love Bird Large,84,232,5.39,12.46,6.25,6.8107,1.8508,3.75,0.1875,"[5.39, 6.25, 12.46]",Electronics,4,4.6,4006.04
23471,Six Drawer Office Tidy,28,66,8.25,20.79,9.95,10.155,2.1516,5.97,0.2985,"[8.25, 9.95, 20.79]",Sports,8,3.3,1510.87
23472,Nine Drawer Office Tidy,34,59,12.5,29.13,14.95,16.0571,4.169,8.97,0.4485,"[12.5, 14.95, 29.13]",Home,6,2.9,913.24
23473,Woodland Small Red Felt Heart,52,679,0.72,1.63,0.83,0.951,0.2928,0.498,0.0249,"[0.72, 0.83, 1.63]",Home,4,3.9,4072.49
23474,Woodland Small Blue Felt Heart,38,312,0.83,1.63,0.83,1.0405,0.357,0.498,0.0249,"[0.83, 1.63]",Electronics,4,3.7,3641.18
23475,Woodland Small Pink Felt Heart,31,286,0.83,1.63,0.83,0.959,0.2991,0.498,0.0249,"[0.83, 1.63]",Beauty,7,4.2,1844.66
23476,Woodland Large Red Felt Heart,22,205,1.25,2.46,1.25,1.47,0.4777,0.75,0.0375,"[1.25, 2.46]",Clothing,8,5.0,2814.71
23477,Woodland Large Blue Felt Heart,13,92,1.25,2.46,1.25,1.7154,0.6127,0.75,0.0375,"[1.25, 2.46]",Sports,4,4.0,1174.98
23478,Woodland Large Pink Felt Heart,13,285,1.04,2.46,1.25,1.5131,0.5429,0.75,0.0375,"[1.04, 1.25, 2.46]",Beauty,12,4.2,931.9
23479,Wire Egg Basket,45,114,6.65,14.96,7.85,8.2573,1.8294,4.71,0.2355,"[6.65, 6.95, 7.85, 14.96]",Clothing,8,3.3,3581.43
23480,Mini Lights Woodland Mushrooms,220,1800,3.29,7.46,3.75,4.4226,1.4598,2.25,0.1125,"[3.29, 3.75, 7.46]",Clothing,8,3.1,2093.87
23481,Pearlised Ivory Heart Small,32,228,1.04,2.46,1.25,1.2812,0.2183,0.75,0.0375,"[1.04, 1.25, 2.46]",Sports,9,3.5,207.33
23482,Pearlised Ivory Heart Large,39,418,1.45,3.29,1.65,1.7659,0.4479,0.99,0.0495,"[1.45, 1.65, 3.29]",Home,9,5.0,2034.49
23483,Hanging  Butterfly T-Light Holder,76,1340,1.04,15.79,1.25,2.3786,3.953,0.75,0.0375,"[1.04, 1.25, 15.79]",Sports,4,3.4,3437.16
23484,Heart Trellistriple T-Light Holder,36,185,2.49,5.79,2.89,3.6733,1.3345,1.734,0.0867,"[2.49, 2.89, 5.79]",Home,6,4.7,454.18
23485,Botanical Gardens Wall Clock,83,262,20.8,49.96,25.0,24.7918,4.312,15.0,0.75,"[20.8, 25.0, 49.96]",Clothing,5,3.7,481.95
23486,Antique Heart Shelf Unit,74,275,13.35,33.29,16.65,17.8127,4.6732,9.99,0.4995,"[13.35, 14.55, 16.65, 33.29]",Sports,12,4.0,94.48
23487,Sweet Heart Cake Carrier,44,80,8.25,20.79,9.95,10.3655,2.3288,5.97,0.2985,"[8.25, 9.95, 20.79]",Electronics,4,3.6,2606.08
23489,"Garland, Vintage Bells",165,913,2.49,5.79,2.89,3.2215,0.9299,1.734,0.0867,"[2.49, 2.88, 2.89, 5.79]",Electronics,8,3.3,2872.72
23490,T-Light Holder Hanging Love Bird,102,548,3.29,7.46,3.75,3.9592,0.8818,2.25,0.1125,"[3.29, 3.75, 7.46]",Beauty,2,4.1,4141.57
23491,Vintage Jingle Bells Heart,79,228,8.25,16.63,8.25,8.4622,1.3248,4.95,0.2475,"[8.25, 16.63]",Home,10,3.2,2851.83
23492,Vintage Jingle Bells Wreath,28,76,8.25,16.63,8.25,8.5493,1.5837,4.95,0.2475,"[8.25, 16.63]",Home,3,3.9,2433.92
23493,Vintage Doily Travel Sewing Kit,430,3970,1.65,4.95,1.95,2.1534,0.4987,1.17,0.0585,"[1.65, 1.95, 3.29, 3.95, 4.95]",Beauty,5,5.0,4644.77
23494,Vintage Doily Deluxe Sewing Kit,208,813,4.95,14.95,5.95,6.8046,2.2763,3.57,0.1785,"[4.95, 5.95, 12.46, 14.95]",Sports,6,3.7,1025.51
23495,Set Of 3 Pantry Wooden Spoons,41,225,1.25,2.46,1.25,1.7222,0.5976,0.75,0.0375,"[1.25, 2.46]",Home,6,4.1,4480.17
23496,Pantry Kitchen Thermometer,31,112,1.25,2.46,1.25,1.5623,0.5382,0.75,0.0375,"[1.25, 2.46]",Beauty,6,5.0,2666.56
23497,Classic Chrome Bicycle Bell,202,2561,1.25,3.29,1.45,1.6219,0.556,0.87,0.0435,"[1.25, 1.38, 1.45, 3.29]",Sports,6,3.0,3863.99
23498,Classic Bicycle Clips,106,1644,1.25,3.29,1.45,1.6501,0.59,0.87,0.0435,"[1.25, 1.38, 1.45, 3.29]",Home,2,3.7,3793.0
23499,Set 12 Vintage Doily Chalk,115,1315,0.42,1.0,0.42,0.4821,0.1505,0.252,0.0126,"[0.42, 0.83, 1.0]",Sports,9,3.8,2012.02
23500,Key Ring Baseball Boot Assorted,107,1631,1.04,2.46,1.25,1.3798,0.3873,0.75,0.0375,"[1.04, 1.25, 2.46]",Home,1,3.7,248.56
23501,Key Ring Baseball Boot Union Jack,116,1823,1.04,2.46,1.25,1.4913,0.4987,0.75,0.0375,"[1.04, 1.25, 2.46]",Beauty,6,5.0,3797.25
23502,Playing Cards Vintage Doiley,95,714,1.04,2.95,1.25,1.3017,0.2752,0.75,0.0375,"[1.04, 1.25, 2.46, 2.95]",Clothing,4,4.8,1108.64
23503,Playing Cards Keep Calm & Carry On,345,3646,1.04,2.95,1.25,1.279,0.2044,0.75,0.0375,"[1.04, 1.25, 2.46, 2.94, 2.95]",Sports,7,4.6,4719.18
23504,Playing Cards Jubilee Union Jack,221,1934,1.04,2.95,1.25,1.3466,0.342,0.75,0.0375,"[1.04, 1.25, 2.46, 2.95]",Clothing,12,4.9,2048.38
23505,Playing Cards I Love London,122,1207,1.04,2.95,1.25,1.3503,0.3686,0.75,0.0375,"[1.04, 1.25, 2.46, 2.95]",Clothing,11,5.0,1883.9
23506,Mini Playing Cards Spaceboy,156,2747,0.36,0.83,0.42,0.4613,0.1252,0.252,0.0126,"[0.36, 0.42, 0.83]",Electronics,2,4.4,3337.72
23507,Mini Playing Cards Buffalo Bill,129,2884,0.36,0.83,0.42,0.4726,0.1401,0.252,0.0126,"[0.36, 0.42, 0.83]",Beauty,4,3.3,1378.46
23508,Mini Playing Cards Dolly Girl,132,2631,0.36,1.0,0.42,0.4652,0.1361,0.252,0.0126,"[0.36, 0.42, 0.83, 1.0]",Home,1,5.0,2952.23
23509,Mini Playing Cards Fun Fair,68,1065,0.36,0.83,0.42,0.4846,0.1532,0.252,0.0126,"[0.36, 0.42, 0.83]",Sports,8,5.0,4506.09
23510,Mini Playing Cards Gymkhana,126,2522,0.36,1.0,0.42,0.4966,0.1666,0.252,0.0126,"[0.36, 0.42, 0.83, 1.0]",Clothing,6,4.1,3693.9
23511,Embroidered Ribbon Reel Emily,101,573,1.79,4.95,2.08,2.3259,0.6966,1.248,0.0624,"[1.79, 2.08, 4.13, 4.95]",Home,10,4.6,215.53
23512,Embroidered Ribbon Reel Rosie,58,501,1.79,4.13,2.08,2.3124,0.6823,1.248,0.0624,"[1.79, 2.08, 4.13]",Sports,1,3.9,2404.05
23513,Embroidered Ribbon Reel Susie,70,566,1.79,4.13,2.08,2.306,0.6617,1.248,0.0624,"[1.79, 2.08, 4.13]",Beauty,5,3.5,4103.97
23514,Embroidered Ribbon Reel Sally,74,478,1.79,4.13,2.08,2.3492,0.7103,1.248,0.0624,"[1.79, 2.08, 4.13]",Sports,3,4.0,4217.16
23515,Embroidered Ribbon Reel Daisy,72,579,1.79,4.95,2.08,2.3925,0.7826,1.248,0.0624,"[1.79, 2.08, 4.13, 4.95]",Beauty,9,4.6,4030.76
23516,Embroidered Ribbon Reel Sophie,45,297,3.29,6.95,3.75,3.846,0.5723,2.25,0.1125,"[3.29, 3.75, 5.79, 6.95]",Home,6,3.5,2045.77
23517,Embroidered Ribbon Reel Rebecca,63,334,2.49,6.95,2.89,3.4481,1.2028,1.734,0.0867,"[2.49, 2.89, 5.79, 6.95]",Home,9,3.9,2757.05
23518,Embroidered Ribbon Reel Rachel,45,362,2.49,6.95,2.89,3.0913,0.8501,1.734,0.0867,"[2.49, 2.89, 5.79, 6.95]",Clothing,9,4.9,4170.42
23519,Embroidered Ribbon Reel Claire,24,224,3.29,7.46,3.75,4.4846,1.5645,2.25,0.1125,"[3.29, 3.75, 7.46]",Sports,10,4.7,2030.06
23520,Embroidered Ribbon Reel Ruby,33,168,3.29,7.46,3.75,3.9609,0.9061,2.25,0.1125,"[3.29, 3.75, 7.46]",Beauty,3,4.6,360.58
23521,Cat And Bird Wall Art,44,413,1.12,5.79,4.34,4.2041,1.6588,2.604,0.1302,"[1.12, 1.25, 2.49, 2.89, 5.79]",Sports,7,4.9,2939.12
23522,Dog And Ball Wall Art,32,354,1.25,5.79,2.89,3.6806,1.6203,1.734,0.0867,"[1.25, 1.63, 2.49, 2.89, 5.79]",Sports,10,4.8,3535.35
23523,Treasure Ahoy Wall Art,41,360,2.66,7.46,3.75,3.9346,1.0357,2.25,0.1125,"[2.66, 3.29, 3.75, 7.46]",Home,8,5.0,4127.76
23524,Horse & Pony Wall Art,63,481,2.66,7.46,3.75,4.324,1.4748,2.25,0.1125,"[2.66, 3.29, 3.75, 7.46]",Home,4,3.4,1182.25
23525,Buffalo Bill Wall Art,54,583,2.65,7.46,3.75,4.1563,1.308,2.25,0.1125,"[2.65, 2.66, 3.29, 3.75, 7.46]",Electronics,9,3.5,1815.53
23526,Dog Licence Wall Art,144,1012,3.88,14.95,5.95,8.2489,3.2812,3.57,0.1785,"[3.88, 3.9, 5.35, 5.95, 12.46, 14.95]",Clothing,6,3.5,2232.25
23527,Animals And Nature Wall Art,49,421,2.66,7.46,3.75,3.9931,1.0626,2.25,0.1125,"[2.66, 3.29, 3.75, 7.46]",Electronics,9,3.4,2825.27
23528,Spaceboy Wall Art,50,479,2.66,7.46,3.75,4.7792,1.7928,2.25,0.1125,"[2.66, 3.29, 3.75, 7.46]",Clothing,8,3.9,972.22
23529,Dolly Girl Wall Art,37,637,2.66,7.46,3.75,4.3386,1.5592,2.25,0.1125,"[2.66, 3.29, 3.75, 7.46]",Clothing,12,4.8,2645.53
23530,Wall Art Only One Person,88,1062,3.57,10.79,4.95,5.5705,2.0633,2.97,0.1485,"[3.57, 3.58, 4.15, 4.95, 7.46, 10.79]",Sports,6,3.9,148.42
